@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028176255,SCOPUS_ID:0028176255,2-s2.0-0028176255,Feeding behavior of free-ranging king penguins (Aptenodytes patagonicus),Putz K.,Ecology,00129658,75,2,489-497,1994-01-01,1994,10.2307/1939552,58,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,77,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176254,SCOPUS_ID:0028176254,2-s2.0-0028176254,Ungulate population models with predation: A case study with the North American moose,Messier F.,Ecology,00129658,75,2,478-488,1994-01-01,1994,10.2307/1939551,323,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,78,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176253,SCOPUS_ID:0028176253,2-s2.0-0028176253,Long-term experimental study of a Chihuahuan Desert rodent community: 13 years of competition,Heske E.,Ecology,00129658,75,2,438-445,1994-01-01,1994,10.2307/1939547,137,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,79,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176252,SCOPUS_ID:0028176252,2-s2.0-0028176252,"Litter decomposition on the mauna loa environmental matrix, Hawai'i: Patterns, mechanisms, and models",Vitousek P.,Ecology,00129658,75,2,418-429,1994-01-01,1994,10.2307/1939545,364,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,80,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176249,SCOPUS_ID:0028176249,2-s2.0-0028176249,Invasions and competitive displacement among house geckos in the tropical pacific,Case T.,Ecology,00129658,75,2,464-477,1994-01-01,1994,10.2307/1939550,137,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,81,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176248,SCOPUS_ID:0028176248,2-s2.0-0028176248,Ecological determinants of stability in model populations,Mueller L.,Ecology,00129658,75,2,430-437,1994-01-01,1994,10.2307/1939546,32,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,82,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028176247,SCOPUS_ID:0028176247,2-s2.0-0028176247,Structural characteristics of old-growth hemlock-hardwood forests in relation to age,Tyrrell L.,Ecology,00129658,75,2,370-386,1994-01-01,1994,10.2307/1939541,214,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,83,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176245,SCOPUS_ID:0028176245,2-s2.0-0028176245,Effects of floral herbivory on maternal reproduction in Sanicula arctopoides (Apiaceae),Lowenberg G.,Ecology,00129658,75,2,359-369,1994-01-01,1994,10.2307/1939540,46,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,84,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176242,SCOPUS_ID:0028176242,2-s2.0-0028176242,Effects of interannual climate variation on aboveground phytomass in alpine vegetation,Walker M.,Ecology,00129658,75,2,393-408,1994-01-01,1994,10.2307/1939543,157,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,85,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176241,SCOPUS_ID:0028176241,2-s2.0-0028176241,Community structure in a desert perennial community,Silvertown J.,Ecology,00129658,75,2,409-417,1994-01-01,1994,10.2307/1939544,54,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,86,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176240,SCOPUS_ID:0028176240,2-s2.0-0028176240,A comparison of rate of succession over 18 yr in 10 contrasting old fields,Myster R.,Ecology,00129658,75,2,387-392,1994-01-01,1994,10.2307/1939542,121,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,87,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176238,SCOPUS_ID:0028176238,2-s2.0-0028176238,The effects of pathogen-induced pseudoflowers and buttercups on each other's insect visitation,Roy B.,Ecology,00129658,75,2,352-358,1994-01-01,1994,10.2307/1939539,40,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,88,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176237,SCOPUS_ID:0028176237,2-s2.0-0028176237,Floral character displacement generates assemblage structure of Western Australian triggerplants (Stylidium),Armbruster W.,Ecology,00129658,75,2,315-329,1994-01-01,1994,10.2307/1939537,208,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,89,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176235,SCOPUS_ID:0028176235,2-s2.0-0028176235,"Forest fragmentation, pollination, and plant reproduction in a chaco dry forest, Argentina",Aizen M.,Ecology,00129658,75,2,330-351,1994-01-01,1994,10.2307/1939538,607,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,90,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176234,SCOPUS_ID:0028176234,2-s2.0-0028176234,Parasitoid aggregation and the stabilization of a salt marsh host-parasitoid system,Reeve J.,Ecology,00129658,75,2,288-295,1994-01-01,1994,10.2307/1939534,25,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,91,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176232,SCOPUS_ID:0028176232,2-s2.0-0028176232,Specialization of phytophagous arthropod communities on introduced plants,Andow D.A.,Ecology,00129658,75,2,296-300,1994-01-01,1994,10.2307/1939535,44,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,92,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176230,SCOPUS_ID:0028176230,2-s2.0-0028176230,"Natal philopatry, competition for resources, and inbreeding avoidance in Townsend's voles (Microtus townsendii)",Lambin X.,Ecology,00129658,75,1,224-235,1994-01-01,1994,10.2307/1939396,135,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,93,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176229,SCOPUS_ID:0028176229,2-s2.0-0028176229,Effects of top and intermediate predators in a terrestrial food web,Spiller D.A.,Ecology,00129658,75,1,182-196,1994-01-01,1994,10.2307/1939393,141,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,94,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176227,SCOPUS_ID:0028176227,2-s2.0-0028176227,Temporal variation in humoral and cell-mediated immune response in a Sigmodon hispidus population,Lochmiller R.L.,Ecology,00129658,75,1,236-245,1994-01-01,1994,10.2307/1939397,88,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,95,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176224,SCOPUS_ID:0028176224,2-s2.0-0028176224,"Movements, survival, and settlement of red squirrel (Tamiasciurus hudsonicus) offspring",Larsen K.W.,Ecology,00129658,75,1,214-223,1994-01-01,1994,10.2307/1939395,194,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,96,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176219,SCOPUS_ID:0028176219,2-s2.0-0028176219,Ontogenetic scaling of competitive relations: Size-dependent effects and responses in two anuran larvae,Werner E.E.,Ecology,00129658,75,1,197-213,1994-01-01,1994,10.2307/1939394,126,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,97,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176218,SCOPUS_ID:0028176218,2-s2.0-0028176218,Predicting direct and indirect effects: An integrated approach using experiments and path analysis,Wootton J.T.,Ecology,00129658,75,1,151-165,1994-01-01,1994,10.2307/1939391,339,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,98,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176217,SCOPUS_ID:0028176217,2-s2.0-0028176217,Minimal community structure: How parasitoids divide resources,Naeem S.,Ecology,00129658,75,1,79-85,1994-01-01,1994,10.2307/1939384,20,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,99,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176216,SCOPUS_ID:0028176216,2-s2.0-0028176216,Carbon dioxide exchange between an undisturbed old-growth temperate forest and the atmosphere,Hollinger D.Y.,Ecology,00129658,75,1,134-150,1994-01-01,1994,10.2307/1939390,400,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,100,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176215,SCOPUS_ID:0028176215,2-s2.0-0028176215,Relating wet and dry year ecophysiology to leaf structure in contrasting temperate tree species,Abrams M.D.,Ecology,00129658,75,1,123-133,1994-01-01,1994,10.2307/1939389,120,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,101,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176214,SCOPUS_ID:0028176214,2-s2.0-0028176214,Consequences and plasticity of the specialized predatory behavior of stream-dwelling stonefly larvae,Peckarsky B.L.,Ecology,00129658,75,1,166-181,1994-01-01,1994,10.2307/1939392,32,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,102,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176213,SCOPUS_ID:0028176213,2-s2.0-0028176213,Host range of generalist caterpillars: Trenching permits feeding on plants with secretory canals,Dussourd D.E.,Ecology,00129658,75,1,69-78,1994-01-01,1994,10.2307/1939383,74,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,103,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176212,SCOPUS_ID:0028176212,2-s2.0-0028176212,The influence of light and nutrients on foliar phenolics and insect herbivory,Dudt J.F.,Ecology,00129658,75,1,86-98,1994-01-01,1994,10.2307/1939385,276,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,104,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176211,SCOPUS_ID:0028176211,2-s2.0-0028176211,Nutrient uptake from enriched soil microsites by three Great Basin perennials,Black R.A.,Ecology,00129658,75,1,110-122,1994-01-01,1994,10.2307/1939387,36,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,105,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176210,SCOPUS_ID:0028176210,2-s2.0-0028176210,Acorn production by oaks in central coastal California: Variation within and among years,Koenig W.D.,Ecology,00129658,75,1,99-109,1994-01-01,1994,10.2307/1939386,290,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,106,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176209,SCOPUS_ID:0028176209,2-s2.0-0028176209,Food plant choice of Pieris butterflies as a trade-off between parasitoid avoidance and quality of plants,Ohsaki N.,Ecology,00129658,75,1,59-68,1994-01-01,1994,10.2307/1939382,174,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,107,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176208,SCOPUS_ID:0028176208,2-s2.0-0028176208,Partial differential equations in ecology: Spatial interactions and population dynamics,Holmes E.E.,Ecology,00129658,75,1,17-29,1994-01-01,1994,10.2307/1939378,533,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,108,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176207,SCOPUS_ID:0028176207,2-s2.0-0028176207,Population dynamics and pattern formation in theoretical populations,Molofsky J.,Ecology,00129658,75,1,30-39,1994-01-01,1994,10.2307/1939379,101,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,109,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176206,SCOPUS_ID:0028176206,2-s2.0-0028176206,The effects of variability on metapopulation dynamics and rates of invasion,Goldwasser L.,Ecology,00129658,75,1,40-47,1994-01-01,1994,10.2307/1939380,44,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,110,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176205,SCOPUS_ID:0028176205,2-s2.0-0028176205,Competition and biodiversity in spatially structured habitats,Tilman D.,Ecology,00129658,75,1,2-16,1994-01-01,1994,10.2307/1939377,1834,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,111,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176199,SCOPUS_ID:0028176199,2-s2.0-0028176199,Foraging at different spatial scales: Dorcas gazelles foraging for lilies in the Negev Desert,Ward D.,Ecology,00129658,75,1,48-58,1994-01-01,1994,10.2307/1939381,126,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,112,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176179,SCOPUS_ID:0028176179,2-s2.0-0028176179,Predation of zebra mussels by diving ducks: An enclosure study,Hamilton D.J.,Ecology,00129658,75,2,521-531,1994-01-01,1994,10.2307/1939555,87,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,113,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028176025,SCOPUS_ID:0028176025,2-s2.0-0028176025,Population regulation in theory and practice,Murdoch W.,Ecology,00129658,75,2,271-287,1994-01-01,1994,10.2307/1939533,463,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,114,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165512,SCOPUS_ID:0028165512,2-s2.0-0028165512,Loop analysis: Evaluating life history pathways in population projection matrices,van Groenendael J.,Ecology,00129658,75,8,2410-2415,1994-01-01,1994,10.2307/1940894,86,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,115,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165497,SCOPUS_ID:0028165497,2-s2.0-0028165497,A simulation experiment to quantify spatial heterogeneity in categorical maps,Li H.,Ecology,00129658,75,8,2446-2455,1994-01-01,1994,10.2307/1940898,256,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,116,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165492,SCOPUS_ID:0028165492,2-s2.0-0028165492,A physiologically based tritrophic perspective on bottom-top-down regulation of populations,Gutierrez A.,Ecology,00129658,75,8,2227-2242,1994-01-01,1994,10.2307/1940879,73,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,117,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165365,SCOPUS_ID:0028165365,2-s2.0-0028165365,"Foraging theory, patch use, and the structure of a Negev Desert granivore community",Brown J.,Ecology,00129658,75,8,2286-2300,1994-01-01,1994,10.2307/1940884,166,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,118,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165269,SCOPUS_ID:0028165269,2-s2.0-0028165269,"Growth and survival of postmetamorphic toads: Interactions among larval history, density, and parasitism",Goater C.,Ecology,00129658,75,8,2264-2274,1994-01-01,1994,10.2307/1940882,171,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,119,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165246,SCOPUS_ID:0028165246,2-s2.0-0028165246,Effects of invasion of an aspen forest (Canada) by Dendrobaena octaedra (Lumbricidae) on plant growth,Scheu S.,Ecology,00129658,75,8,2348-2361,1994-01-01,1994,10.2307/1940889,85,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,120,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165217,SCOPUS_ID:0028165217,2-s2.0-0028165217,Local adaptation in the armored scale insect Pseudaulacaspis pentagona (Homoptera; Diaspididae),Hanks L.,Ecology,00129658,75,8,2301-2310,1994-01-01,1994,10.2307/1940885,84,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,121,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165162,SCOPUS_ID:0028165162,2-s2.0-0028165162,"Rainfall, biomass variation, and community composition in the park grass experiment",Silvertown J.,Ecology,00129658,75,8,2430-2437,1994-01-01,1994,10.2307/1940896,138,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,122,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165156,SCOPUS_ID:0028165156,2-s2.0-0028165156,Edge effects in central Amazonian forest fragments,Malcolm J.,Ecology,00129658,75,8,2438-2445,1994-01-01,1994,10.2307/1940897,271,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,123,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165141,SCOPUS_ID:0028165141,2-s2.0-0028165141,Nitrogen use efficiency of Carex species in relation to nitrogen supply,Aerts R.,Ecology,00129658,75,8,2362-2372,1994-01-01,1994,10.2307/1940890,92,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,124,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165135,SCOPUS_ID:0028165135,2-s2.0-0028165135,Gap partitioning among maples (Acer) in central New England: Shoot architecture and photosynthesis,Sipe T.,Ecology,00129658,75,8,2318-2332,1994-01-01,1994,10.2307/1940887,96,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,125,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165125,SCOPUS_ID:0028165125,2-s2.0-0028165125,Amino acid absorption by Arctic plants: Implications for plant nutrition and nitrogen cycling,Kielland K.,Ecology,00129658,75,8,2373-2383,1994-01-01,1994,10.2307/1940891,492,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,126,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165112,SCOPUS_ID:0028165112,2-s2.0-0028165112,"Inbreeding depression and maternal effects in Aquilegia caerulea, a partially selfing plant",Montalvo A.M.,Ecology,00129658,75,8,2395-2409,1994-01-01,1994,10.2307/1940893,58,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,127,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165071,SCOPUS_ID:0028165071,2-s2.0-0028165071,Shoot morphology and reproduction in jojoba: Advantages of sexual dimorphism,Kohorn L.,Ecology,00129658,75,8,2384-2394,1994-01-01,1994,10.2307/1940892,61,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,128,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165038,SCOPUS_ID:0028165038,2-s2.0-0028165038,"Costs of inducible defense: Protein limitation, growth, and detoxification in parsnip webworms",Berenbaum M.,Ecology,00129658,75,8,2311-2317,1994-01-01,1994,10.2307/1940886,68,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,129,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165018,SCOPUS_ID:0028165018,2-s2.0-0028165018,Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study,Zak D.R.,Ecology,00129658,75,8,2333-2347,1994-01-01,1994,10.2307/1940888,298,Journal,ar,Article,100,8,8,20308,undefined,0,FALSE,130,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028165007,SCOPUS_ID:0028165007,2-s2.0-0028165007,"Species-dependent effects of zooplankton on planktonic ecosystem processes in Castle Lake, California",Brett M.T.,Ecology,00129658,75,8,2243-2254,1994-01-01,1994,10.2307/1940880,75,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,131,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164981,SCOPUS_ID:0028164981,2-s2.0-0028164981,Quantifying the effect of predation risk on foraging bullies: No need to assume an IFD,Kennedy M.,Ecology,00129658,75,8,2220-2226,1994-01-01,1994,10.2307/1940878,27,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,132,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164952,SCOPUS_ID:0028164952,2-s2.0-0028164952,Trade-offs in diel vertical migration by zooplankton: The costs of predator avoidance,Loose C.,Ecology,00129658,75,8,2255-2263,1994-01-01,1994,10.2307/1940881,315,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,133,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164940,SCOPUS_ID:0028164940,2-s2.0-0028164940,Analysis of larval trematode communities,Lafferty K.,Ecology,00129658,75,8,2275-2285,1994-01-01,1994,10.2307/1940883,115,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,134,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164938,SCOPUS_ID:0028164938,2-s2.0-0028164938,"Planktonic trophic transfer in an estuary: Seasonal, diel, and community structure effects",Mallin M.A.,Ecology,00129658,75,8,2168-2184,1994-01-01,1994,10.2307/1940875,97,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,135,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164915,SCOPUS_ID:0028164915,2-s2.0-0028164915,"Plasticity, constraint, and optimality in reproductive timing",Morgan S.,Ecology,00129658,75,8,2185-2203,1994-01-01,1994,10.2307/1940876,82,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,136,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028164899,SCOPUS_ID:0028164899,2-s2.0-0028164899,"Species coexistence, keystone species, and succession: A sensitivity analysis",Tanner J.E.,Ecology,00129658,75,8,2204-2219,1994-01-01,1994,10.2307/1940877,144,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,137,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028164854,SCOPUS_ID:0028164854,2-s2.0-0028164854,Male reproductive success in sessile invertebrates: Competition for fertilizations,Yund P.,Ecology,00129658,75,8,2151-2167,1994-01-01,1994,10.2307/1940874,87,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,138,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163245,SCOPUS_ID:0028163245,2-s2.0-0028163245,Testing spatial segregation using a nearest-neighbor contingency table,Dixon P.,Ecology,00129658,75,7,1940-1948,1994-01-01,1994,10.2307/1941598,79,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,139,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163240,SCOPUS_ID:0028163240,2-s2.0-0028163240,Estimating breeding proportions and testing hypotheses about costs of reproduction with capture-recapture data,Nichols J.,Ecology,00129658,75,7,2052-2065,1994-01-01,1994,10.2307/1941610,182,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,140,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163024,SCOPUS_ID:0028163024,2-s2.0-0028163024,Nutritional ecology of a mycophagous marsupial in relation to production of hypogeous fungi,Johnson C.,Ecology,00129658,75,7,2015-2021,1994-01-01,1994,10.2307/1941606,47,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,141,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163001,SCOPUS_ID:0028163001,2-s2.0-0028163001,Social influences on the dynamics of a northeastern black-capped chickadee population,Smith S.,Ecology,00129658,75,7,2043-2051,1994-01-01,1994,10.2307/1941609,13,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,142,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162783,SCOPUS_ID:0028162783,2-s2.0-0028162783,Hatch density variation of a generalist arthropod predator: Population consequences and community impact,Fagan W.,Ecology,00129658,75,7,2022-2032,1994-01-01,1994,10.2307/1941607,92,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,143,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162769,SCOPUS_ID:0028162769,2-s2.0-0028162769,Dietary mixing in a generalist herbivore: Tests of two hypotheses,Bernays E.,Ecology,00129658,75,7,1997-2006,1994-01-01,1994,10.2307/1941604,225,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,144,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162767,SCOPUS_ID:0028162767,2-s2.0-0028162767,Contrasting effects of habitat fragmentation on the scorpion Cercophonius squama and an amphipod,Margules C.,Ecology,00129658,75,7,2033-2042,1994-01-01,1994,10.2307/1941608,87,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,145,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162741,SCOPUS_ID:0028162741,2-s2.0-0028162741,The effect of phytotoxins on competitive outcome in a model system,Thijs H.,Ecology,00129658,75,7,1959-1964,1994-01-01,1994,10.2307/1941600,71,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,146,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162738,SCOPUS_ID:0028162738,2-s2.0-0028162738,Feedback between plants and their soil communities in an old field community,Bever J.,Ecology,00129658,75,7,1965-1977,1994-01-01,1994,10.2307/1941601,516,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,147,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162728,SCOPUS_ID:0028162728,2-s2.0-0028162728,Drought-induced nitrogen retranslocation in perennial C4 grasses of tallgrass prairie,Heckathorn S.,Ecology,00129658,75,7,1877-1886,1994-01-01,1994,10.2307/1941592,76,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,148,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162695,SCOPUS_ID:0028162695,2-s2.0-0028162695,Seed fate pathways of antelope bitterbrush: Dispersal by seed-caching yellow pine chipmunks,Vander Wall S.,Ecology,00129658,75,7,1911-1926,1994-01-01,1994,10.2307/1941596,117,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,149,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162682,SCOPUS_ID:0028162682,2-s2.0-0028162682,Spatial and seasonal patterns of seed dissemination of Cornus controversa in a temperate forest,Masaki T.,Ecology,00129658,75,7,1903-1910,1994-01-01,1994,10.2307/1941595,75,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,150,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162679,SCOPUS_ID:0028162679,2-s2.0-0028162679,"Effects of dispersers, gaps, and predators on dormancy and seedling emergence in a tropical herb",Horvitz C.,Ecology,00129658,75,7,1949-1958,1994-01-01,1994,10.2307/1941599,78,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,151,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162666,SCOPUS_ID:0028162666,2-s2.0-0028162666,Insectivorous birds increase growth of white oak through consumption of leaf-chewing insects,Marquis R.,Ecology,00129658,75,7,2007-2014,1994-01-01,1994,10.2307/1941605,321,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,152,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162663,SCOPUS_ID:0028162663,2-s2.0-0028162663,Intratree variation in foliage development influences the foraging strategy of a caterpillar,Carroll A.,Ecology,00129658,75,7,1978-1990,1994-01-01,1994,10.2307/1941602,26,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,153,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162659,SCOPUS_ID:0028162659,2-s2.0-0028162659,Squirt-gun defense in Bursera and the chrysomelid counterploy,Becerra J.,Ecology,00129658,75,7,1991-1996,1994-01-01,1994,10.2307/1941603,55,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,154,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162644,SCOPUS_ID:0028162644,2-s2.0-0028162644,"Effects of defoliation on Erythroxylum havanense, a tropical proleptic species",Dominguez C.A.,Ecology,00129658,75,7,1896-1902,1994-01-01,1994,10.2307/1941594,20,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,155,NA,NA,NA
